Date,Name,Year,Letterboxd URI,Rating
2024-03-15,Requiem for a Dream,2000,https://boxd.it/29VI,2
2024-03-15,Valkyrie,2008,https://boxd.it/275g,3.5
2024-03-15,Inglourious Basterds,2009,https://boxd.it/1JzG,4.5
2024-03-18,It Comes at Night,2017,https://boxd.it/eLuk,1.5
2024-03-20,Reservoir Dogs,1992,https://boxd.it/2agc,3.5
2024-03-20,Kill Bill: Vol. 1,2003,https://boxd.it/70w,3
2024-03-20,Anatomy of a Fall,2023,https://boxd.it/yuDE,3
2024-03-23,Shutter Island,2010,https://boxd.it/1U82,3.5
2024-03-24,Scent of a Woman,1992,https://boxd.it/1YAu,4
2024-03-29,The Departed,2006,https://boxd.it/28MA,3.5
2024-04-14,10 Days Without Mom,2017,https://boxd.it/gK4u,3
2024-04-14,On Probation,2005,https://boxd.it/2Ivq,5
2024-04-14,The Heist of the Century,2020,https://boxd.it/mvuY,3
2024-04-14,Coach Carter,2005,https://boxd.it/218e,3
2024-04-28,Escape from Alcatraz,1979,https://boxd.it/1Vwk,3
2024-04-29,Unforgiven,1992,https://boxd.it/6Z4,4
2024-05-14,"LaRoy, Texas",2023,https://boxd.it/BRJQ,3
2024-07-31,Cop Land,1997,https://boxd.it/27ly,4
2024-07-31,Over the Top,1987,https://boxd.it/2852,3
2024-08-05,Rocky Balboa,2006,https://boxd.it/291q,5
2024-08-06,Nope,2022,https://boxd.it/sDCe,4
2024-08-06,When Evil Lurks,2023,https://boxd.it/rXBe,4
2024-08-12,Gone Girl,2014,https://boxd.it/6hQu,4
2024-08-19,Alien: Romulus,2024,https://boxd.it/zGqO,3
2024-09-03,Trap,2024,https://boxd.it/D4nK,5
2024-11-18,Rebel Ridge,2024,https://boxd.it/nZum,4
2024-11-18,Longlegs,2024,https://boxd.it/KzLM,3
2024-11-19,Senna,2010,https://boxd.it/kfE,5
2024-11-19,First Blood,1982,https://boxd.it/28U0,4
2024-11-19,Prisoners,2013,https://boxd.it/4E5i,4
2024-11-26,Wild Tales,2014,https://boxd.it/7UmK,5
2024-11-26,The Captive,2014,https://boxd.it/7bNG,4
2024-11-26,Se7en,1995,https://boxd.it/29zs,4
2024-11-26,Cape Fear,1991,https://boxd.it/28vu,4
2024-11-26,Rush,2013,https://boxd.it/3lyS,3.5
2024-11-26,The Aura,2005,https://boxd.it/1PHQ,5
2024-12-10,"It's Not You, It's Me",2004,https://boxd.it/2VjM,4
2024-12-11,Die Hard,1988,https://boxd.it/2a7u,5
2024-12-14,The Visit,2015,https://boxd.it/9ssO,4
2024-12-15,Time for Revenge,1981,https://boxd.it/Uvo,4
2025-01-03,Signs,2002,https://boxd.it/26t2,5
2025-01-04,Blue Ruin,2013,https://boxd.it/5H8G,3
2025-01-08,The Ghost and the Darkness,1996,https://boxd.it/1VTe,3
2025-01-10,Watcher,2022,https://boxd.it/uocO,2.5
2025-01-31,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,4
2025-02-02,Volcano,1997,https://boxd.it/1WsS,3
2025-02-04,Conclave,2024,https://boxd.it/AO8q,3
2025-02-21,The Gentlemen,2019,https://boxd.it/iYBQ,2
2025-03-07,A Fistful of Dollars,1964,https://boxd.it/2auo,5
2025-03-15,Split,2016,https://boxd.it/dgSy,5
2025-03-23,Speak No Evil,2024,https://boxd.it/G9f8,2.5
2025-03-24,The Sixth Sense,1999,https://boxd.it/29Js,5
2025-03-25,The Die Is Cast,2005,https://boxd.it/bwc,4
2025-03-25,A Silent Death,2025,https://boxd.it/Jcbk,2
2025-03-29,The Happening,2008,https://boxd.it/200o,2
2025-04-25,Chinese Take-Away,2011,https://boxd.it/2eGy,4
2025-05-25,Zodiac,2007,https://boxd.it/27MO,5
2025-05-26,Juror #2,2024,https://boxd.it/FRwU,4
2025-05-26,Manhunter,1986,https://boxd.it/1TOw,4
2025-05-26,Red Dragon,2002,https://boxd.it/1Yrs,3.5
2025-06-03,My Masterpiece,2018,https://boxd.it/jv20,3
2025-06-04,The Extortion,2023,https://boxd.it/z7sK,2
2025-06-08,The Clan,2015,https://boxd.it/bQmO,3
2025-06-08,Heretic,2024,https://boxd.it/H1lY,2
2025-06-09,Tropic Thunder,2008,https://boxd.it/20WM,5
2025-06-10,Green Book,2018,https://boxd.it/hErk,2
2025-06-10,Rocky III,1982,https://boxd.it/28Tw,4
2025-06-25,Step Brothers,2008,https://boxd.it/1SsE,4
2025-06-29,All the President's Men,1976,https://boxd.it/29lU,4
2025-07-08,Midnight in Paris,2011,https://boxd.it/i4a,4
2025-07-10,21 Jump Street,2012,https://boxd.it/J0,4
2025-07-14,Copycat,1995,https://boxd.it/28ga,4
2025-07-14,Django Unchained,2012,https://boxd.it/2cCk,3
2025-07-25,Ford v Ferrari,2019,https://boxd.it/ce74,5
2025-07-26,American Sniper,2014,https://boxd.it/5LDy,5
2025-08-11,The Master,2012,https://boxd.it/2cBG,4
2025-08-11,Finde,2021,https://boxd.it/wxVs,2.5
2025-08-13,Taken,2008,https://boxd.it/1ZXa,4
2025-08-17,Die Hard 2,1990,https://boxd.it/28zw,4
2025-08-22,Fargo,1996,https://boxd.it/2aHM,5
2025-08-29,The Eternaut,2025,https://boxd.it/Uh9U,4
2025-08-29,Heroic Losers,2019,https://boxd.it/lXFS,3
2025-08-29,White Elephant,2012,https://boxd.it/3IeG,2.5
2025-08-29,Thesis on a Homicide,2013,https://boxd.it/5cm8,2.5
2025-09-08,F1,2025,https://boxd.it/yjVM,5
2025-09-09,The Insider,1999,https://boxd.it/1ZoE,4
2025-09-10,3:10 to Yuma,2007,https://boxd.it/23g0,4
2025-09-11,Hard Eight,1996,https://boxd.it/20DU,3.5
2025-09-13,Unbreakable,2000,https://boxd.it/1XV2,4
2025-09-16,Spotlight,2015,https://boxd.it/a84k,4
2025-09-16,Moon of Avellaneda,2004,https://boxd.it/lp6,4
2025-09-19,Boogie Nights,1997,https://boxd.it/23um,4
2025-09-27,Magnolia,1999,https://boxd.it/2aze,4
2025-09-27,Nowhere to Run,1993,https://boxd.it/1Wkk,3
2025-09-28,Hard Target,1993,https://boxd.it/27Ck,3
2025-09-29,Jaws,1975,https://boxd.it/2a5e,5
2025-09-30,The Guilty,2021,https://boxd.it/kOPW,3.5
2025-10-01,The Untouchables,1987,https://boxd.it/2b6i,5
2025-10-02,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2025-10-04,There Will Be Blood,2007,https://boxd.it/20Z2,5
2025-10-06,One Battle After Another,2025,https://boxd.it/DUHM,5
